1 89.1030 86.0616 127.3197 406.56
3 80.1721 81.1110 119.9405 406.56
6 77.3084 79.9233 118.1548 406.56
9 82.9314 79.5255 117.5259 406.56
12 86.8881 78.9055 117.0050 406.56
